hex_id,Province,District,DS,Name,Amenity,geometry,Competitor
886103ce09fffff,Southern,Galle,Balapitiya,Asoka Pharmacy,pharmacy,POINT (80.0404433 6.2786218),Pharmacy
886103ce09fffff,Southern,Galle,Balapitiya,Asanka Pharmacy,pharmacy,POINT (80.0397579 6.2776277),Pharmacy
88610352dbfffff,Southern,Galle,Bentota,Sarani pharmacy & grocery,pharmacy,POINT (80.0009612 6.4136484),Pharmacy
88610352d3fffff,Southern,Galle,Bentota,Hiruni Pharmacy,pharmacy,POINT (80.0028189 6.4186044),Pharmacy
88610352d3fffff,Southern,Galle,Bentota,Bentota Pharmacy,pharmacy,POINT (80.0024062 6.4195216),Pharmacy
88610352d7fffff,Southern,Galle,Bentota,Rajapaksha Ayurveda pharmacy,pharmacy,POINT (79.9991579 6.4292907),Pharmacy
88610352d7fffff,Southern,Galle,Bentota,Sarani Pharmacy,pharmacy,POINT (79.9991857 6.429357),Pharmacy
886103529dfffff,Western,Kalutara,Beruwala,Gemini Pharmacy,pharmacy,POINT (79.9988419 6.4318719),Pharmacy
886103529dfffff,Western,Kalutara,Beruwala,Chamila Pharmacy & Grocery,pharmacy,POINT (79.9990959 6.4317551),Pharmacy
886103cd1dfffff,Southern,Galle,Bentota,Nishan Pharmacy,pharmacy,POINT (80.0233155 6.3819266),Pharmacy
886103cd45fffff,Southern,Galle,Bentota,Sasmitha Pharmacy,pharmacy,POINT (80.0578194 6.3782646),Pharmacy
88610352ddfffff,Southern,Galle,Bentota,Guardian pharmacy and grocery,pharmacy,POINT (80.0134109 6.41911),Pharmacy
886103528dfffff,Western,Kalutara,Beruwala,Wasana Pharmacy & Grocery,pharmacy,POINT (80.0178673 6.4409032),Pharmacy
8861035281fffff,Western,Kalutara,Beruwala,Janatha Pharmacy & Grocery,pharmacy,POINT (80.0156505 6.4412814),Pharmacy
8861035281fffff,Western,Kalutara,Beruwala,Majestic Pharmacy,pharmacy,POINT (80.0095992 6.4410267),Pharmacy
886103d2b9fffff,Southern,Galle,Bope-Poddala,Isiwara Pharmacy saha Grocery,pharmacy,POINT (80.1983489 6.0694929),Pharmacy
886103d2b9fffff,Southern,Galle,Bope-Poddala,Chamara Pharmacy Home,pharmacy,POINT (80.1949601 6.0705646),Pharmacy
886103d019fffff,Southern,Galle,Bope-Poddala,Oskem Pharmacy,pharmacy,POINT (80.2207159 6.0987894),Pharmacy
886103d011fffff,Southern,Galle,Bope-Poddala,Asanka,pharmacy,POINT (80.219004 6.106925),Pharmacy
886103d2e9fffff,Southern,Galle,Bope-Poddala,Kumara Health Care (Pvt) Ltd,pharmacy,POINT (80.2337464 6.0659616),Pharmacy
886103d28dfffff,Southern,Galle,Galle 4 Gravets,Osethma Phamacy,pharmacy,POINT (80.2152381 6.0633014),Pharmacy
886103d28dfffff,Southern,Galle,Galle 4 Gravets,Serandib Pharmacy,pharmacy,POINT (80.2174478 6.0661538),Pharmacy
886103d28bfffff,Southern,Galle,Galle 4 Gravets,Liyanage pharmacy kalegana galle,pharmacy,POINT (80.2036355 6.0594849),Pharmacy
886103d28dfffff,Southern,Galle,Galle 4 Gravets,Yasara Pharmacy,pharmacy,POINT (80.2178182 6.0659359),Pharmacy
886103d28bfffff,Southern,Galle,Galle 4 Gravets,SOUTHERN CHEMIST PHARMACY,pharmacy,POINT (80.2040034 6.058259),Pharmacy
886103d28bfffff,Southern,Galle,Galle 4 Gravets,SOUTHERN CHEMIST,pharmacy,POINT (80.2040485 6.0581468),Pharmacy
886103d2e1fffff,Southern,Galle,Bope-Poddala,Rathna Pharmacy,pharmacy,POINT (80.2291974 6.0684988),Pharmacy
886103d2e3fffff,Southern,Galle,Bope-Poddala,Rajya Osusala Karapitiya,pharmacy,POINT (80.2240918 6.0672682),Pharmacy
886103d2e3fffff,Southern,Galle,Bope-Poddala,Sridhara Pharmacy & Grocery,pharmacy,POINT (80.2248763 6.0673462),Pharmacy
886103d2e3fffff,Southern,Galle,Bope-Poddala,New Anna Pharmacy,pharmacy,POINT (80.2254161 6.0670835),Pharmacy
886103d2e3fffff,Southern,Galle,Bope-Poddala,Karapitiya Osusala (Pathirage Pharmacy),pharmacy,POINT (80.2254671 6.0669828),Pharmacy
886103d2ebfffff,Southern,Galle,Galle 4 Gravets,New Yasara Pharmacy,pharmacy,POINT (80.2244819 6.0659317),Pharmacy
886103d2ebfffff,Southern,Galle,Galle 4 Gravets,Thamudhi Pharmacy,pharmacy,POINT (80.2269037 6.0673689),Pharmacy
886103d2ebfffff,Southern,Galle,Galle 4 Gravets,Devon Pharmacy,pharmacy,POINT (80.2271146 6.0675123),Pharmacy
886103d2ebfffff,Southern,Galle,Galle 4 Gravets,Raini Pharmacy,pharmacy,POINT (80.2246061 6.0657856),Pharmacy
886103d2ebfffff,Southern,Galle,Galle 4 Gravets,Thimedwin pharmacy,pharmacy,POINT (80.2271026 6.066859),Pharmacy
886103d28dfffff,Southern,Galle,Galle 4 Gravets,Sampath Pharmacy Karapitiya,pharmacy,POINT (80.2213116 6.0622481),Pharmacy
886103c11dfffff,Southern,Galle,Elpitiya,dissanayaka pharmacy,pharmacy,POINT (80.144254 6.2706622),Pharmacy
886103c115fffff,Southern,Galle,Elpitiya,Kurundugaha Medical,pharmacy,POINT (80.1391353 6.27559),Pharmacy
886103c115fffff,Southern,Galle,Elpitiya,Premachandra Medi House & Foods,pharmacy,POINT (80.1420656 6.2774311),Pharmacy
886103c129fffff,Southern,Galle,Elpitiya,Suwapiyasa Pharmacy,pharmacy,POINT (80.1631939 6.289308),Pharmacy
886103c129fffff,Southern,Galle,Elpitiya,Elpiti Medical Hospital (PVT) Ltd,pharmacy,POINT (80.1635664 6.2921774),Pharmacy
886103c129fffff,Southern,Galle,Elpitiya,saviya Pharmacy &Grocery,pharmacy,POINT (80.1639007 6.2924537),Pharmacy
886103c129fffff,Southern,Galle,Elpitiya,New Elpitiya Medical Super Store,pharmacy,POINT (80.163919 6.2926857),Pharmacy
886103d9b3fffff,Southern,Galle,Niyagama,SAMITHA PHARMACY AND GROCERY,pharmacy,POINT (80.2230048 6.3425197),Pharmacy
886103da83fffff,Southern,Galle,Elpitiya,Nilan Communication and Chemist,pharmacy,POINT (80.235575 6.2246743),Pharmacy
886103c331fffff,Southern,Galle,Welivitiya-Divitura,South City Pharmacy,pharmacy,POINT (80.1669948 6.2390667),Pharmacy
886103d299fffff,Southern,Galle,Galle 4 Gravets,Guardian Pharmacy,pharmacy,POINT (80.1923777 6.0535357),Pharmacy
886103d291fffff,Southern,Galle,Galle 4 Gravets,United Pharma,pharmacy,POINT (80.1909054 6.0532584),Pharmacy
886103d2c5fffff,Southern,Galle,Akmeemana,Sathurusinghe Rasayanagaraya,pharmacy,POINT (80.2308168 6.0520154),Pharmacy
886103d2c1fffff,Southern,Galle,Galle 4 Gravets,KVG Pharmacy,pharmacy,POINT (80.2275354 6.048739),Pharmacy
886103d2c1fffff,Southern,Galle,Galle 4 Gravets,Ceylon City Mart (Hidayath Hypermarket ),pharmacy,POINT (80.2249947 6.0467043),Pharmacy
886103d2c1fffff,Southern,Galle,Galle 4 Gravets,Lulu Pharmacy,pharmacy,POINT (80.2246349 6.0458321),Pharmacy
886103d2c1fffff,Southern,Galle,Galle 4 Gravets,MEDIMART Pharmacy,pharmacy,POINT (80.2253417 6.0466008),Pharmacy
886103d2c1fffff,Southern,Galle,Galle 4 Gravets,J.H. Pharmacy,pharmacy,POINT (80.2254109 6.047034),Pharmacy
886103d769fffff,Southern,Galle,Galle 4 Gravets,Thithira Pharmacy,pharmacy,POINT (80.1774592 6.0652362),Pharmacy
886103d76dfffff,Southern,Galle,Galle 4 Gravets,Kirunduwatta Pharmacy,pharmacy,POINT (80.1793824 6.0719774),Pharmacy
886103d2ddfffff,Southern,Galle,Galle 4 Gravets,Medilife Pharmacy,pharmacy,POINT (80.2148172 6.0416848),Pharmacy
886103d2ddfffff,Southern,Galle,Galle 4 Gravets,Jayalath Pharmacy,pharmacy,POINT (80.2157435 6.0368964),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,Oshadhi Pharmacy,pharmacy,POINT (80.2160462 6.0369028),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,Day Night Pharmacy,pharmacy,POINT (80.215975 6.0368354),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,NEW LOYED PHARMACY,pharmacy,POINT (80.216189 6.0369398),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,Desan Pharmacy,pharmacy,POINT (80.2164884 6.0365757),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,State Pharmaceuticals Corporation à¶»à·à¶¢à·âà¶º à¶à·à·à·à¶½,pharmacy,POINT (80.2162931 6.036227),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,Union Drugs Pharmacy,pharmacy,POINT (80.2166265 6.0359159),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,New H.G. Pharmacy,pharmacy,POINT (80.2166701 6.0357912),Pharmacy
886103d2d9fffff,Southern,Galle,Galle 4 Gravets,MEDILINK PHARMACY GALLE(KALUWELLA),pharmacy,POINT (80.2092386 6.0368709),Pharmacy
886103d2d9fffff,Southern,Galle,Galle 4 Gravets,Nawaloka Care Pharmacy - Galle,pharmacy,POINT (80.2109056 6.0350776),Pharmacy
886103d2d9fffff,Southern,Galle,Galle 4 Gravets,New Metro Phamacy,pharmacy,POINT (80.2123471 6.0339743),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,New Multi Drugs Pharmacy,pharmacy,POINT (80.218165 6.0346714),Pharmacy
886103d2d5fffff,Southern,Galle,Galle 4 Gravets,Osora Pharmacy,pharmacy,POINT (80.2115038 6.0479398),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,Nanda Medical Stores,pharmacy,POINT (80.2200837 6.0361389),Pharmacy
886103d28bfffff,Southern,Galle,Galle 4 Gravets,New Sawsiri pharmacy,pharmacy,POINT (80.2068876 6.0527096),Pharmacy
886103d2c3fffff,Southern,Galle,Galle 4 Gravets,Srikatha Pharmacy,pharmacy,POINT (80.2196532 6.0513084),Pharmacy
886103d2c3fffff,Southern,Galle,Galle 4 Gravets,KANDANA FOOD AND DRUGS GALLE,pharmacy,POINT (80.2206842 6.0504243),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,United Medical Hall,pharmacy,POINT (80.22016 6.0360053),Pharmacy
886103d2c1fffff,Southern,Galle,Galle 4 Gravets,Oxford Pharmacy,pharmacy,POINT (80.2232394 6.0452129),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,Nimal chemist,pharmacy,POINT (80.2192903 6.0348087),Pharmacy
8861006d37fffff,Southern,Galle,Galle 4 Gravets,KK Pharmacy,pharmacy,POINT (80.2162167 6.0330429),Pharmacy
8861006d63fffff,Southern,Galle,Habaraduwa,Thilanjan Wickramapathirana,pharmacy,POINT (80.2488596 6.0174469),Pharmacy
8861006a37fffff,Southern,Galle,Habaraduwa,Pasindu Pharmacy,pharmacy,POINT (80.36213 5.97395),Pharmacy
8861006a37fffff,Southern,Galle,Habaraduwa,Lal pharmacy,pharmacy,POINT (80.3624647 5.9728444),Pharmacy
88610068c7fffff,Southern,Galle,Habaraduwa,Rathna Ayurvedic Medicine Center,pharmacy,POINT (80.3083705 5.9958897),Pharmacy
88610068c3fffff,Southern,Galle,Habaraduwa,Amila Pharmacy & Grocery,pharmacy,POINT (80.309204 5.9937746),Pharmacy
88610068c3fffff,Southern,Galle,Habaraduwa,Vithanage Pharmacy & Grocery,pharmacy,POINT (80.3075916 5.9941434),Pharmacy
8861006a37fffff,Southern,Galle,Habaraduwa,Ayurvedic Store,pharmacy,POINT (80.3649373 5.9716812),Pharmacy
8861006a37fffff,Southern,Galle,Habaraduwa,New Tharushi Pharmacy,pharmacy,POINT (80.3638268 5.9723288),Pharmacy
886103d509fffff,Southern,Galle,Hikkaduwa,HomeoExpert Homoeopathic Medical Center,pharmacy,POINT (80.1249979 6.1090497),Pharmacy
886103d509fffff,Southern,Galle,Hikkaduwa,Gampaha Suddhayurweda Osusala,pharmacy,POINT (80.1250988 6.1103295),Pharmacy
886103d727fffff,Southern,Galle,Rathgama,Hasara Pharmacy,pharmacy,POINT (80.1484185 6.0951705),Pharmacy
886103d549fffff,Southern,Galle,Rathgama,Dharshana Pharmacy & Grocery,pharmacy,POINT (80.142726 6.0923385),Pharmacy
886103d735fffff,Southern,Galle,Rathgama,Jayasinghe Pharmacy,pharmacy,POINT (80.1420698 6.0920585),Pharmacy
886103d531fffff,Southern,Galle,Hikkaduwa,Gayan Pharmacy & Grocery,pharmacy,POINT (80.1062861 6.1394676),Pharmacy
886103c0d5fffff,Southern,Galle,Madampagama,à·à·à¶±à·à·à·à¶à· à·à·à¶¸à·à·,pharmacy,POINT (80.0643465 6.213384),Pharmacy
886103d537fffff,Southern,Galle,Hikkaduwa,Suwasetha Ayurvedic,pharmacy,POINT (80.1026088 6.1406878),Pharmacy
886103d763fffff,Southern,Galle,Rathgama,Oshadha Pharmacy,pharmacy,POINT (80.1631752 6.0722338),Pharmacy
8861006867fffff,Southern,Galle,Imaduwa,Dikkubura Pharmacy,pharmacy,POINT (80.3783029 6.0170276),Pharmacy
8861006867fffff,Southern,Galle,Imaduwa,Chirath Pharmacy,pharmacy,POINT (80.3783375 6.0176975),Pharmacy
88610069cbfffff,Southern,Galle,Imaduwa,Howpe Pharmacy,pharmacy,POINT (80.3431903 6.0337402),Pharmacy
8861006955fffff,Southern,Galle,Imaduwa,C.S.K. Pharmacy,pharmacy,POINT (80.3877466 6.0361943),Pharmacy
886100695dfffff,Southern,Galle,Imaduwa,Hemachandra Pharmacy,pharmacy,POINT (80.3896585 6.0358552),Pharmacy
886100695dfffff,Southern,Galle,Imaduwa,Sithmira Pharmacy,pharmacy,POINT (80.3901244 6.036112),Pharmacy
886103c1c9fffff,Southern,Galle,Karandeniya,New Dissanayaka pharmacy,pharmacy,POINT (80.1210721 6.2593888),Pharmacy
886103c199fffff,Southern,Galle,Karandeniya,disanayaka pharmacy,pharmacy,POINT (80.0779241 6.270285),Pharmacy
886103d163fffff,Southern,Galle,Nagoda,Namal pharmacy,pharmacy,POINT (80.2853769 6.172001),Pharmacy
886103d859fffff,Southern,Galle,Nagoda,Nagodavithana Pharmacy,pharmacy,POINT (80.2719367 6.2445169),Pharmacy
886103d859fffff,Southern,Galle,Nagoda,Chanara pharmacy,pharmacy,POINT (80.2722718 6.2454053),Pharmacy
886103d85bfffff,Southern,Galle,Niyagama,Chanara Pharmacy - Thalgaswala,pharmacy,POINT (80.2694932 6.243843),Pharmacy
886102acb3fffff,Southern,Galle,Thawalama,Saranga Pharmacy & Grocery,pharmacy,POINT (80.3394325 6.3370171),Pharmacy
886102acb3fffff,Southern,Galle,Thawalama,DS PHARMACY,pharmacy,POINT (80.34128 6.335052),Pharmacy
8861023659fffff,Southern,Galle,Thawalama,Visuda Pharmacy,pharmacy,POINT (80.3362727 6.3403789),Pharmacy
886102aee1fffff,Southern,Galle,Thawalama,N.R Pharmacy,pharmacy,POINT (80.4119765 6.2706716),Pharmacy
886102a695fffff,Southern,Galle,Yakkalamulla,R.P Pharmacy,pharmacy,POINT (80.3430823 6.1065437),Pharmacy
886102a69dfffff,Southern,Galle,Yakkalamulla,S. S Medical Center,pharmacy,POINT (80.3479994 6.1064797),Pharmacy
886102a69dfffff,Southern,Galle,Yakkalamulla,S S Pharmacy,pharmacy,POINT (80.3480253 6.1064544),Pharmacy
886102a4ddfffff,Southern,Galle,Yakkalamulla,Hasandu Pharmacy,pharmacy,POINT (80.3383635 6.1405297),Pharmacy
88611c8f09fffff,Western,Gampaha,Dompe,Getz Pharmacy,pharmacy,POINT (80.0944468 7.0678347),Pharmacy
88611c8f09fffff,Western,Gampaha,Dompe,Ariys Chemist,pharmacy,POINT (80.0928512 7.070767),Pharmacy
88611c8aa3fffff,Western,Gampaha,Attanagalla,Bhagya pharmacy,pharmacy,POINT (80.1454262 7.0971001),Pharmacy
88611c8d29fffff,Western,Gampaha,Attanagalla,New Edmund's DK pharmaceuticals,pharmacy,POINT (80.0716543 7.1463376),Pharmacy
88611c8d21fffff,Western,Gampaha,Attanagalla,S & M pharmacy,pharmacy,POINT (80.0646623 7.1527654),Pharmacy
88611c125bfffff,Western,Gampaha,Attanagalla,Seemed Pharmacy,pharmacy,POINT (80.0791683 7.1483472),Pharmacy
88611c8d55fffff,Western,Gampaha,Attanagalla,Sapphire Pharmacy,pharmacy,POINT (80.0590222 7.1183287),Pharmacy
88611c8d1dfffff,Western,Gampaha,Attanagalla,Well Care,pharmacy,POINT (80.0481292 7.1197169),Pharmacy
88611c8d55fffff,Western,Gampaha,Attanagalla,Super Chemist,pharmacy,POINT (80.0598491 7.1183508),Pharmacy
88611c8d45fffff,Western,Gampaha,Attanagalla,Godella Pharmacy,pharmacy,POINT (80.07749 7.1196087),Pharmacy
88611c8d45fffff,Western,Gampaha,Attanagalla,Ukkasha Pharmacy,pharmacy,POINT (80.0764951 7.1200086),Pharmacy
88611c8d47fffff,Western,Gampaha,Attanagalla,Carewell Pharmacy,pharmacy,POINT (80.0739971 7.1211375),Pharmacy
88611c8883fffff,Western,Gampaha,Attanagalla,Ruhunu Pharmacy,pharmacy,POINT (80.1109378 7.1255566),Pharmacy
88611c88b3fffff,Western,Gampaha,Attanagalla,Osara Pharmacy Nittambuwa,pharmacy,POINT (80.0940201 7.143912),Pharmacy
88611c8d35fffff,Western,Gampaha,Attanagalla,Navodit Lanka Pharmacy,pharmacy,POINT (80.049301 7.1558056),Pharmacy
88611c8d03fffff,Western,Gampaha,Attanagalla,Sith Suwa Healthcare,pharmacy,POINT (80.0475793 7.1290496),Pharmacy
88611c88b9fffff,Western,Gampaha,Attanagalla,New wijaya Pharmacy,pharmacy,POINT (80.1076621 7.1350303),Pharmacy
88611c88b9fffff,Western,Gampaha,Attanagalla,Vijaya Pharmacy,pharmacy,POINT (80.1076822 7.1349873),Pharmacy
88611c8d09fffff,Western,Gampaha,Attanagalla,Sahanra pharmacy,pharmacy,POINT (80.0633503 7.1226377),Pharmacy
88611c8d47fffff,Western,Gampaha,Attanagalla,Malitha Pharmacy,pharmacy,POINT (80.0699013 7.1252532),Pharmacy
88611c8d23fffff,Western,Gampaha,Attanagalla,A & B pharmacy,pharmacy,POINT (80.0556212 7.1560342),Pharmacy
88611c8d23fffff,Western,Gampaha,Attanagalla,Veyangoda Pharmacy,pharmacy,POINT (80.0583896 7.1530228),Pharmacy
88611c8d23fffff,Western,Gampaha,Attanagalla,Dewmini Pharmacy,pharmacy,POINT (80.0577739 7.1546826),Pharmacy
88611c8d23fffff,Western,Gampaha,Attanagalla,Sasethra Pharmacy,pharmacy,POINT (80.0578297 7.1549484),Pharmacy
88611c8d23fffff,Western,Gampaha,Attanagalla,Singha Pharmacy,pharmacy,POINT (80.0546105 7.157119),Pharmacy
88611c8d21fffff,Western,Gampaha,Attanagalla,Viweka Hospitals Pharmacy,pharmacy,POINT (80.0599708 7.1530511),Pharmacy
88611c88e1fffff,Western,Gampaha,Attanagalla,Primal Pharmacy,pharmacy,POINT (80.1383885 7.1300373),Pharmacy
88611c88b3fffff,Western,Gampaha,Attanagalla,Medi Lee Pharmacy,pharmacy,POINT (80.0947624 7.1422249),Pharmacy
88611c88b3fffff,Western,Gampaha,Attanagalla,?«????ú ú?ú??úú?,pharmacy,POINT (80.0957816 7.1420547),Pharmacy
88611c88b3fffff,Western,Gampaha,Attanagalla,Lanka Phamacy,pharmacy,POINT (80.0958385 7.1420596),Pharmacy
88611c88b3fffff,Western,Gampaha,Attanagalla,Hemali Pharmacy,pharmacy,POINT (80.0958402 7.1420621),Pharmacy
88611c88dbfffff,Western,Gampaha,Attanagalla,Guide Pharmacy,pharmacy,POINT (80.110027 7.093488),Pharmacy
88611c88adfffff,Western,Gampaha,Mirigama,Health Care,pharmacy,POINT (80.131402 7.1457763),Pharmacy
88611c8883fffff,Western,Gampaha,Attanagalla,NEW SAHANA PHARMACY,pharmacy,POINT (80.1089692 7.1238233),Pharmacy
88611c8f4bfffff,Western,Gampaha,Dompe,mandara pharmacy,pharmacy,POINT (80.100994 7.054657),Pharmacy
88611c8f43fffff,Western,Gampaha,Dompe,Thisula Pharmacy,pharmacy,POINT (80.0970932 7.0573393),Pharmacy
88611c8d47fffff,Western,Gampaha,Attanagalla,Health City Pharmacy & Grocery,pharmacy,POINT (80.0708007 7.126362),Pharmacy
88611c8d47fffff,Western,Gampaha,Attanagalla,Thihariya Pharmacy,pharmacy,POINT (80.0712938 7.1264628),Pharmacy
88611c8dc5fffff,Western,Gampaha,Attanagalla,Charaka Pharmacy,pharmacy,POINT (80.0212753 7.1227707),Pharmacy
88611c8c2dfffff,Western,Gampaha,Gampaha,Faith Health Care Center,pharmacy,POINT (80.0417858 7.1019366),Pharmacy
88611c8d53fffff,Western,Gampaha,Gampaha,DVA Pharmacy,pharmacy,POINT (80.0448231 7.106841),Pharmacy
88611c8517fffff,Western,Gampaha,Biyagama,Yatihena Masjidh,pharmacy,POINT (80.0029247 6.9708982),Pharmacy
88611c85e9fffff,Western,Gampaha,Biyagama,Dulki yoghurt ( C & C International Lanka pvt,pharmacy,POINT (79.9943096 6.9705782),Pharmacy
88611c85c5fffff,Western,Gampaha,Biyagama,Janasetha pharmacy,pharmacy,POINT (79.9844478 6.9690074),Pharmacy
88611c8595fffff,Western,Gampaha,Biyagama,Sudharshana Osusala,pharmacy,POINT (79.9480716 6.9756882),Pharmacy
88611c8583fffff,Western,Gampaha,Biyagama,Sha Pharmacy,pharmacy,POINT (79.9544798 6.9772581),Pharmacy
88611c859dfffff,Western,Gampaha,Biyagama,RIMACO HEALTHCARE PHARMACY,pharmacy,POINT (79.9535404 6.9711221),Pharmacy
88611c8595fffff,Western,Gampaha,Biyagama,Nawaloka Care Pharmacy - Makola,pharmacy,POINT (79.9465893 6.9772298),Pharmacy
88611c8587fffff,Western,Gampaha,Biyagama,Sethro pharmacy,pharmacy,POINT (79.9611832 6.9802639),Pharmacy
88611c85b5fffff,Western,Gampaha,Biyagama,SARASAVI PHARMACY,pharmacy,POINT (79.9522445 7.0021154),Pharmacy
88611c85b5fffff,Western,Gampaha,Biyagama,Sulalitha Pharmacy,pharmacy,POINT (79.9531568 7.0024832),Pharmacy
88611cbb4bfffff,Western,Gampaha,Mahara,Ragama Pharmacy,pharmacy,POINT (79.9525088 7.0025514),Pharmacy
88611c85b5fffff,Western,Gampaha,Biyagama,Purasanda Pharmacy,pharmacy,POINT (79.9539237 7.0026871),Pharmacy
88611cbb49fffff,Western,Gampaha,Mahara,Kumudu Pharmacy,pharmacy,POINT (79.9545306 7.0026557),Pharmacy
88611cbb4bfffff,Western,Gampaha,Mahara,Gunasiri Pharmacy,pharmacy,POINT (79.9535688 7.0031057),Pharmacy
88611c85b7fffff,Western,Gampaha,Mahara,Rosewood Hospital,pharmacy,POINT (79.9473569 7.0017414),Pharmacy
88611cbb4bfffff,Western,Gampaha,Mahara,Medix Pharmaceutical Industries,pharmacy,POINT (79.950157 7.0054868),Pharmacy
88611cbb49fffff,Western,Gampaha,Mahara,Sri Lankan Pharmacy,pharmacy,POINT (79.9570513 7.0056982),Pharmacy
88611c851bfffff,Western,Gampaha,Biyagama,Franchise Osusala (Pharmacy),pharmacy,POINT (79.9949567 6.9590703),Pharmacy
88611c8553fffff,Western,Gampaha,Biyagama,Eastern Pharmacy,pharmacy,POINT (80.0158447 6.9483621),Pharmacy
88611c8557fffff,Western,Gampaha,Biyagama,Midtown Pharmacy,pharmacy,POINT (80.016276 6.955694),Pharmacy
88611c851dfffff,Western,Gampaha,Biyagama,Goodwell Pharmacy,pharmacy,POINT (80.0099322 6.9627791),Pharmacy
88611c85a9fffff,Western,Gampaha,Biyagama,Dayan pharmacy,pharmacy,POINT (79.975916 6.9873334),Pharmacy
88611c85a9fffff,Western,Gampaha,Biyagama,Nawaloka Lab,pharmacy,POINT (79.9734524 6.9864025),Pharmacy
88611c8535fffff,Western,Gampaha,Mahara,Oseth Pharmacy,pharmacy,POINT (80.0151792 6.9936955),Pharmacy
88611c8535fffff,Western,Gampaha,Mahara,Super Drugs Pharmacy & Grocery,pharmacy,POINT (80.0144273 6.9940762),Pharmacy
88611c8427fffff,Western,Gampaha,Biyagama,úú?ú??§ ??ú?ú?ú???ú? úú?«úú?,pharmacy,POINT (79.9978716 6.9528478),Pharmacy
88611c8423fffff,Western,Gampaha,Biyagama,Koswaththa Pharmacy,pharmacy,POINT (79.9864202 6.9413558),Pharmacy
88611c8423fffff,Western,Gampaha,Biyagama,Yasiru Pharmacy,pharmacy,POINT (79.9872831 6.9413223),Pharmacy
88611c8557fffff,Western,Gampaha,Biyagama,New SAFEWAY PHARMACY,pharmacy,POINT (80.0162414 6.9585002),Pharmacy
88611c85d7fffff,Western,Gampaha,Biyagama,Bandara Gala Uda Thenna Weda Medura,pharmacy,POINT (79.9568781 6.9559096),Pharmacy
88611c8535fffff,Western,Gampaha,Mahara,Udupila Pharmacy,pharmacy,POINT (80.0116994 6.9949677),Pharmacy
88611c853dfffff,Western,Gampaha,Biyagama,Laugf Phamacy,pharmacy,POINT (80.0141791 6.9880328),Pharmacy
88611c853dfffff,Western,Gampaha,Biyagama,shan parmacy delgoda,pharmacy,POINT (80.0131163 6.9870125),Pharmacy
88611c8597fffff,Western,Gampaha,Biyagama,Cetus Pharmacy,pharmacy,POINT (79.9385982 6.9787113),Pharmacy
88611c85a1fffff,Western,Gampaha,Mahara,SAPUNI PHARMACY,pharmacy,POINT (79.9705245 6.9985161),Pharmacy
88611cbb49fffff,Western,Gampaha,Mahara,Bandarawatta Pharmacy,pharmacy,POINT (79.9615976 7.0076293),Pharmacy
88611cba45fffff,Western,Gampaha,Kelaniya,The Chemist - Kohalwila,pharmacy,POINT (79.9262353 6.967112),Pharmacy
88611c1513fffff,Western,Gampaha,Divulapitiya,CAC Pharmacy & Grocery and Medical Center,pharmacy,POINT (79.912343 7.2308888),Pharmacy
88611c15cdfffff,Western,Gampaha,Katana,D.M. Pharmacy,pharmacy,POINT (79.9063545 7.2305218),Pharmacy
88611c155bfffff,Western,Gampaha,Divulapitiya,SM MEDICALS,pharmacy,POINT (79.9348027 7.2108085),Pharmacy
88611c10bbfffff,Western,Gampaha,Divulapitiya,Shani Medi Tex,pharmacy,POINT (79.983417 7.2459421),Pharmacy
88611c153dfffff,Western,Gampaha,Divulapitiya,V M Pharmacy,pharmacy,POINT (79.931436 7.2584779),Pharmacy
88611c1113fffff,Western,Gampaha,Divulapitiya,Vision Pharmacy,pharmacy,POINT (80.0647274 7.2843896),Pharmacy
88611c1509fffff,Western,Gampaha,Divulapitiya,New Himaya,pharmacy,POINT (79.9444283 7.2337221),Pharmacy
88611c109dfffff,Western,Gampaha,Divulapitiya,The New Pharmacy,pharmacy,POINT (79.9895468 7.2291403),Pharmacy
88611c10d5fffff,Western,Gampaha,Divulapitiya,Medri Medicals,pharmacy,POINT (80.0032334 7.2243977),Pharmacy
88611c109dfffff,Western,Gampaha,Divulapitiya,Sithmina Pharmacy & Grocery,pharmacy,POINT (79.9884289 7.2295349),Pharmacy
88611c1093fffff,Western,Gampaha,Divulapitiya,Dunagaha Osusala,pharmacy,POINT (79.9710481 7.2317204),Pharmacy
88611c1093fffff,Western,Gampaha,Divulapitiya,M.P.C.S. Osusala,pharmacy,POINT (79.9712758 7.2316071),Pharmacy
88611c1093fffff,Western,Gampaha,Divulapitiya,Osada pharmacy,pharmacy,POINT (79.9722602 7.2315926),Pharmacy
